,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
9748,Most voters prefer zombies to the current U.S. Congress.,congress,0,0,0,0,0,1
9749,"The labor market is weak because if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate actually went up last month to 13.5 percent.","jobs,pundits,workers",0,0,1,0,0,0
9750,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.","corporations,economy",1,0,0,0,0,0
9751,"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.","economy,federal-budget,income,population,wealth",0,0,0,0,0,1
9752,"If theres a government shutdown, people dont get their Social Security checks.","federal-budget,social-security",1,0,0,0,0,0
9753,"Just like the U.S. Chamber of Commerce, the AFL-CIO receives dues from foreign entities associated with it.","campaign-finance,corporations,abc-news-week,transparency",0,0,1,0,0,0
9754,"Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have ""new solutions"" to the energy crisis.",energy,0,0,1,0,0,0
9755,Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,"deficit,message-machine-2012",0,0,0,0,0,1
9756,Says Bernie Sanders fundamentally changed the lives of Immokalee farm workers in Florida for the better.,"agriculture,human-rights,poverty,workers",0,0,1,0,0,0
9757,Says President Barack Obama carried Congressional District 13 by 8.2 points in 2008 and 5.6 points in 2012.,elections,0,1,0,0,0,0
9758,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.","deficit,federal-budget,health-care",1,0,0,0,0,0
9759,"In Florida, 300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they dont have health insurance.",health-care,1,0,0,0,0,0
9760,Says he never donates to Democrats while Paul Workman contributes to Democrat Kirk Watson and other Democrats running against Republicans.,elections,0,0,1,0,0,0
9761,Says House Republicans tried to change the definition of rape.,"abortion,crime,criminal-justice",1,0,0,0,0,0
9762,Republicans made it easier to buy a gun in states they won in 2010.,guns,1,0,0,0,0,0
9763,"We have a goal of 10 percent of [City of Providence] contracts going to women and minority businesses. In reality, less than 1 percent of contracts go to women and minority businesses.","city-government,debates,jobs,women",1,0,0,0,0,0
9764,"The $1.8 billion in [transportation] bonding, we dont have a repayment mechanism.","state-budget,state-finances,transportation",0,0,0,0,1,0
9765,"Hospitals have already begun layoffs, a direct result of Republican inaction on Medicaid expansion.","health-care,medicaid,state-budget",0,0,1,0,0,0
9766,The Bush-era tax cuts failed to increase employment and work-force participation fell in 2001 and has never returned to the record level set in 2000.,"jobs,taxes",0,0,0,1,0,0
9767,On whether the Iraq War was a mistake.,"foreign-policy,iraq",0,0,1,0,0,0
9768,"We are not producing jobs. We created 80,000 jobs last month. We dont talk about the jobs that we lost. The net of it all is that we lost jobs.","economy,jobs,taxes",0,1,0,0,0,0
9769,Says he created more than 500 American jobs.,"candidates-biography,economy,message-machine",1,0,0,0,0,0
9770,Were borrowing 40 cents of every dollar we spend.,"federal-budget,abc-news-week",0,0,0,0,0,1
9771,Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,"government-regulation,market-regulation",0,0,0,0,0,1
9772,On hearings about automatic citizenship provision in U.S. Constitution.,immigration,0,0,1,0,0,0
9773,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.","deficit,federal-budget",0,0,0,0,0,1
9774,"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax.",elections,1,0,0,0,0,0
9775,Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,"agriculture,animals",0,0,0,0,1,0
9776,"Says that even if you have no children, under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it.",health-care,1,0,0,0,0,0
9777,Refugees are subject to more rigorous screening than the average tourist in the U.S.,"foreign-policy,homeland-security,immigration,terrorism",0,0,0,0,0,1
9778,"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.","economy,transportation",0,0,0,0,0,1
9779,"Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.","crime,criminal-justice,drugs",0,0,1,0,0,0
9780,"In fact, 85 percent of Oregonians voted in 2008.",voting-record,0,1,0,0,0,0
9781,Says adding toll lanes on I-95 in Broward County improved rush-hour traffic for non-toll lanes from 25 mph to 45 mph.,transportation,0,0,0,1,0,0
9782,Says potential GOP U.S. Senate candidate Tommy Thompson supported Obamacare,"bipartisanship,health-care,public-health",0,0,1,0,0,0
9783,Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,"energy,environment",0,0,0,0,1,0
9784,Says Health and Human Services Secretary Kathleen Sebelius told insurance companies they couldnt inform their policyholders of what they thought the impact of Obamacare would be on them.,"corrections-and-updates,medicare",0,0,0,1,0,0
9785,Says There are now Occupy Wall Street camps in hundreds of cities across the United States.,"city-government,occupy-wall-street",1,0,0,0,0,0
9786,"The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work wont have any money to spend.","economy,jobs",0,0,1,0,0,0
9787,"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States.""",elections,0,0,0,0,1,0
9788,"When total Sandy spending is added up, its more than the annual budget for the U.S. Department of Homeland Security. And its more than twice the annual budget of the U.S. Energy Department.",government-efficiency,0,0,0,1,0,0
9789,In 1968 the average corporate CEO made 20 times the average workers pay. Today that multiple is about 350.,"corporations,workers",0,0,0,1,0,0
9790,Says About 7 in 10 of Oregons inmates are in prison for violent crimes and serious sex offenses.,"crime,criminal-justice,public-safety,state-budget",0,0,0,0,0,1
9791,"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,candidates-biography,0,0,0,0,0,1
9792,The Civil War wasnt about slavery.,history,0,0,0,0,1,0
9793,"Hank Johnson voted against legislation to help first responders, teachers, vets and troops.",voting-record,0,0,1,0,0,0
9794,Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,"city-government,government-efficiency,labor,state-budget",0,1,0,0,0,0
9795,"No, I did not (have illegal immigrants working at his mansion).",immigration,1,0,0,0,0,0
9796,"In Texas, weve had three ISIS-related incidents already.","criminal-justice,immigration,islam",0,0,1,0,0,0
9797,"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",taxes,0,1,0,0,0,0
9798,"John McCain would ""reduce oversight of health insurance.""",health-care,0,0,1,0,0,0
9799,Proposed fast-track legislation allows presidents to easily use a future trade deal to override our domestic financial rules.,"financial-regulation,foreign-policy,trade",0,0,1,0,0,0
9800,Governor Carcieri has not been campaigning with me.,"candidates-biography,debates,campaign-advertising",0,0,0,0,0,1
9801,"Says U.S. Rep. Steve Daines, R-Mont., opposes a vote on his own legislation that he proposed just a few months ago.",federal-budget,0,1,0,0,0,0
9802,Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly.,"federal-budget,government-efficiency",0,0,1,0,0,0
9803,"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",education,0,0,0,0,0,1
9804,"Recent census data shows that the average American family spends over $13,000 a year for health care coverage.",health-care,0,1,0,0,0,0
9805,I supported the surge when you didn't.,iraq,0,1,0,0,0,0
9806,"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",immigration,0,1,0,0,0,0
9807,"Since Scott Walker took office as governor in January 2011, there has been an increase of 33,200 jobs in Wisconsin.","job-accomplishments,jobs,message-machine-2012",1,0,0,0,0,0
9808,Forty-three million Americans are on food stamps.,welfare,0,0,0,0,0,1
9809,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",taxes,0,0,0,0,0,1
9810,We havent had any legislation which took away one gun in the past 20 years from anybody in this country--not one.,guns,0,0,1,0,0,0
9811,"Phoenix, Ariz., is the No. 2 kidnapping capital of the world.",immigration,0,0,0,0,1,0
9812,Says Donald Trump games the U.S. visa system so he can hire temporary foreign workers at low wages.,immigration,0,0,0,1,0,0
9813,The Senate proposal to restore emergency unemployment benefits for five months was fully paid for.,"congress,congressional-rules,debt,deficit,economy,federal-budget,income,jobs,labor,taxes,workers",1,0,0,0,0,0
9814,"From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.","environment,jobs",0,0,0,0,0,1
9815,We got back every dime used to rescue the banks.,financial-regulation,0,0,0,1,0,0
9816,"While Arkansas seniors depend on Social Security and Medicare, Sen. Mark Pryor supports an overhaul so they couldnt get Social Security until they turn 68 or 69.","medicare,message-machine-2014,retirement,social-security",1,0,0,0,0,0
9817,"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",health-care,0,0,0,0,0,1
9818,Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,religion,0,0,0,0,0,1
